Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
2209,2689,31,26,60,40,1324,203,173,93,663,6
2210,2741,331,26,150,-1,1379,150,197,182,1861,6
2211,2041,61,16,30,5,480,232,204,100,631,4
2212,2036,49,9,0,0,450,224,220,129,644,4
2213,2081,117,31,150,53,270,254,194,42,553,3
2214,1879,28,19,30,12,95,209,196,117,778,6
2215,1874,18,14,0,0,90,208,209,135,793,3
2216,3377,112,11,268,43,2402,239,228,118,2574,7
2217,3303,57,10,0,0,2197,227,219,125,2832,7
2218,3290,5,11,95,7,2115,205,218,149,2776,7
2219,2741,109,19,247,109,277,249,214,85,541,5
2220,2718,101,24,190,86,218,251,199,61,592,5
2221,2734,34,28,201,104,1323,204,168,85,664,6
2222,2724,36,28,175,94,1321,205,167,93,655,6
2223,2565,62,17,0,0,1729,232,202,97,1276,6
2224,2606,319,41,108,53,1772,88,169,202,1409,6
2225,2660,319,37,180,12,1650,102,179,203,1544,6
2226,2767,331,24,134,-4,1358,157,203,181,1907,6
2227,2072,346,19,150,67,190,181,207,163,664,3
2228,2044,92,15,30,8,480,242,215,98,658,4
2229,1905,33,27,90,46,150,204,171,89,725,6
2230,1908,323,32,150,52,120,125,190,196,765,6
2231,1919,44,26,162,68,150,216,173,77,706,6
2232,1906,356,20,150,55,120,184,201,151,726,6
2233,1888,33,22,150,46,108,209,185,103,735,6
2234,1863,37,17,120,18,90,217,202,115,769,6
2235,3298,15,11,85,2,2122,210,217,143,2833,7
2236,3296,3,12,124,10,2089,204,217,150,2773,7
2237,3091,31,6,400,-83,1500,219,228,145,1201,1
2238,2976,64,23,553,149,1263,234,188,74,604,1
2239,2716,95,24,192,62,228,250,197,63,577,5
2240,2897,242,7,150,11,1867,207,246,177,1602,5
2241,2618,301,52,124,59,1789,0,157,231,1396,6
2242,2723,339,18,60,21,1575,178,211,170,1643,6
2243,2745,320,25,67,2,1464,147,207,195,1784,6
2244,2755,319,25,85,2,1442,148,209,197,1812,6
2245,2771,327,21,95,0,1401,163,210,184,1869,6
2246,2792,336,18,150,-9,1321,177,212,173,1983,6
2247,2208,135,10,120,12,85,236,236,130,277,3
2248,2199,200,22,60,15,277,206,253,171,426,3
2249,2039,128,13,0,0,480,242,231,116,674,4
2250,1948,84,19,0,0,90,243,205,85,402,3
2251,1904,51,26,67,30,162,222,175,72,711,6
2252,1972,15,34,216,123,190,170,152,101,721,6
2253,1927,54,25,190,76,175,225,177,71,735,6
2254,1898,34,23,175,56,134,210,184,99,765,6
2255,2790,112,15,295,56,466,245,223,102,361,5
2256,2662,82,24,95,8,150,245,191,63,674,5
2257,2898,199,9,120,12,1931,217,248,165,1617,5
2258,2949,308,6,216,22,2014,204,236,171,1940,2
2259,2779,353,24,382,163,1289,171,190,151,691,2
2260,2761,34,29,228,124,1263,201,162,80,607,6
2261,2700,356,19,42,5,1263,186,203,152,570,6
2262,2581,311,24,30,10,1702,148,215,204,1275,6
2263,2707,336,22,180,37,1687,165,203,175,1521,6
2264,2785,324,19,85,0,1403,170,217,185,1888,6
2265,2801,14,15,228,-5,1273,205,209,138,2089,6
2266,2078,311,33,95,73,150,115,197,213,644,3
2267,2109,326,25,228,104,268,143,198,189,589,3
2268,2145,310,25,382,133,433,145,214,206,571,3
2269,2041,112,25,30,2,510,253,203,62,685,4
2270,1896,337,12,30,6,175,195,224,168,732,6
2271,1951,33,36,150,96,150,188,137,60,907,6
2272,1916,320,24,190,60,162,151,210,195,832,6
2273,1983,334,33,210,134,180,128,177,177,779,6
2274,1992,358,33,228,143,212,151,160,132,750,6
2275,1977,42,33,256,128,228,205,149,55,752,6
2276,1916,24,25,212,74,175,197,177,105,789,6
2277,2764,103,15,228,60,390,244,219,100,417,5
2278,2739,98,18,175,35,309,247,211,86,497,5
2279,2677,82,22,85,23,192,244,195,70,636,5
2280,2665,80,23,67,11,170,243,192,67,664,5
2281,2875,202,15,150,-10,1826,212,252,172,1482,5
2282,2732,234,13,95,2,1888,198,251,189,1537,5
2283,2902,242,12,95,19,1996,196,250,191,1635,5
2284,2929,79,11,190,16,1033,235,220,115,2197,2
2285,2793,18,25,295,163,1239,192,178,113,604,6
2286,2736,55,26,134,63,1230,225,174,66,547,6
2287,2724,56,25,108,43,1230,227,180,72,543,6
2288,2761,314,20,30,8,1506,163,220,195,1765,6
2289,2039,88,25,30,6,511,248,189,0,671,4
2290,2030,121,4,0,0,481,227,236,144,644,4
2291,2326,297,32,90,39,391,114,210,227,566,3
2292,1999,46,37,67,51,153,204,135,36,384,3
2293,1936,48,28,127,57,190,217,168,68,644,6
2294,1903,5,13,42,4,201,203,214,148,708,6
2295,1901,311,9,30,2,190,195,234,179,726,6
2296,1928,252,31,30,14,180,138,243,233,765,6
2297,1967,40,35,180,112,180,199,143,54,918,6
2298,1927,333,27,218,72,190,149,195,180,859,6
2299,1944,339,30,240,93,210,142,181,169,815,6
2300,2931,78,23,404,104,1154,242,191,66,457,5
2301,2879,80,22,309,52,1006,243,194,69,324,2
2302,2816,104,8,242,29,626,234,230,128,216,5
2303,2800,114,15,240,13,541,244,224,106,277,5
2304,2792,107,16,240,5,513,245,220,99,300,5
2305,2776,95,13,228,42,457,240,221,110,350,5
2306,2662,256,20,180,9,1276,171,248,213,1170,5
2307,2673,255,18,180,20,1298,175,248,209,1172,5
2308,2774,238,22,153,17,1600,174,252,210,1254,2
2309,2872,229,17,108,-13,1869,192,253,195,1476,5
2310,2957,311,5,277,30,1906,206,236,169,1974,2
2311,2828,31,32,534,239,1271,194,152,75,743,2
2312,2805,26,24,309,168,1209,202,182,107,577,6
2313,2796,42,26,283,147,1206,214,175,82,564,6
2314,2591,311,25,30,13,1637,144,213,205,1222,6
2315,2715,313,11,218,33,1748,189,231,182,1471,6
2316,2786,316,21,0,0,1487,161,218,195,1813,6
2317,2116,320,27,150,109,212,142,203,196,577,3
2318,2122,341,23,175,117,234,165,198,168,564,3
2319,2176,307,26,424,165,485,141,215,210,514,3
2320,2042,79,28,30,12,514,243,176,0,658,4
2321,1982,46,38,42,29,108,201,130,32,324,3
2322,3111,32,14,450,-63,1376,216,208,125,1120,1
2323,2838,159,7,256,11,779,227,241,148,153,2
2324,2723,95,19,108,19,301,246,209,84,503,7
2325,2690,88,21,67,23,212,246,201,74,589,5
2326,2686,255,15,134,-8,1364,186,248,200,1146,5
2327,2694,251,13,124,0,1387,191,249,195,1150,5
2328,2705,240,13,120,10,1434,196,250,191,1159,5
2329,2878,264,18,67,-7,1911,173,246,210,1471,5
2330,2892,227,11,30,9,1994,204,251,183,1550,5
2331,2729,355,17,134,34,1172,189,207,154,481,6
2332,2782,330,21,30,16,1550,165,209,181,1747,6
2333,2788,326,21,30,16,1530,164,212,186,1776,6
2334,2802,322,19,0,0,1490,169,218,187,1834,6
2335,2227,170,12,258,91,85,229,245,146,330,3
2336,2046,84,29,30,16,518,246,177,39,646,4
2337,2032,81,10,0,0,488,234,222,118,618,4
2338,2105,263,26,120,66,371,147,242,228,510,3
2339,2063,27,38,150,115,228,176,133,66,384,3
2340,1919,30,22,67,9,256,208,188,107,661,6
2341,1964,233,31,90,42,240,153,249,218,787,6
2342,2010,303,30,300,161,270,125,210,218,866,6
2343,2062,360,30,300,213,272,162,171,135,845,6
2344,1983,11,35,300,132,270,162,148,103,871,6
2345,2811,108,10,182,24,646,238,228,120,170,5
2346,2795,97,10,180,8,564,237,225,119,242,5
2347,2784,88,12,180,-2,510,238,220,112,295,5
2348,2743,86,18,124,29,360,243,207,87,437,5
2349,2713,87,20,67,9,270,244,204,80,524,5
2350,2647,261,22,124,-5,1294,159,245,221,1110,5
2351,2668,260,18,120,15,1338,173,247,210,1112,5
2352,2703,247,10,90,8,1452,198,248,188,1130,5
2353,2713,239,13,90,18,1500,196,251,191,1142,5
2354,2838,231,12,90,24,1855,200,251,187,1374,5
2355,2739,32,16,175,44,1140,215,204,122,454,6
2356,2809,118,5,335,86,1224,228,236,133,595,2
2357,2220,178,11,201,84,150,225,246,153,365,3
2358,2217,111,6,182,81,192,230,234,137,379,3
2359,2199,325,11,376,144,537,191,227,176,459,3
2360,1980,9,37,30,15,90,154,141,103,218,3
2361,1970,9,24,285,115,270,185,184,128,942,6
2362,1968,45,35,277,118,272,206,142,44,918,6
2363,1903,67,16,108,36,120,234,207,100,969,3
2364,2981,100,22,430,154,1213,250,203,70,518,5
2365,2941,87,23,350,114,1172,246,195,65,430,5
2366,2810,89,11,153,23,658,236,223,117,150,5
2367,2770,104,15,134,31,450,244,220,101,342,5
2368,2761,101,16,124,27,420,245,217,97,371,5
2369,2691,88,21,30,12,210,246,200,72,577,5
2370,2690,261,12,67,-4,1425,191,246,194,1090,5
2371,2824,242,16,60,17,1842,188,251,199,1315,5
2372,2838,262,13,60,15,1879,189,246,196,1350,5
2373,2846,270,15,67,15,1898,178,244,204,1368,5
2374,2882,198,4,0,0,1996,218,243,161,1465,5
2375,2762,66,20,234,67,1110,235,197,85,437,6
2376,2777,328,23,150,28,1697,159,207,184,1587,6
2377,2819,330,19,60,24,1537,173,214,179,1819,6
2378,2116,260,25,192,102,258,151,244,226,499,3
2379,1980,3,22,300,125,300,185,193,140,927,6
2380,2055,327,37,360,206,330,108,172,189,918,6
2381,2094,21,25,361,245,335,194,178,110,902,6
2382,2048,61,32,379,199,362,227,157,38,900,6
2383,2013,343,36,360,162,331,126,162,160,924,6
2384,2027,2,39,360,176,330,139,138,114,930,6
2385,2831,80,4,192,4,780,225,232,142,60,5
2386,2828,82,20,170,41,750,230,228,130,67,5
2387,2792,119,12,120,5,570,241,229,117,218,5
2388,2786,120,13,120,0,540,241,229,115,247,5
2389,2665,89,27,30,-13,150,248,185,48,633,5
2390,2630,266,22,85,25,1316,157,243,221,1050,5
2391,2643,264,22,67,-9,1337,158,244,221,1050,7
2392,2655,264,21,60,2,1358,163,244,218,1050,5
2393,2695,269,10,30,0,1468,194,244,189,1065,5
2394,2705,273,9,30,3,1513,197,243,185,1077,5
2395,2728,259,14,30,7,1608,187,247,199,1110,5
2396,2751,247,17,42,-5,1681,183,251,204,1142,5
2397,2831,272,14,30,8,1884,183,244,199,1308,5
2398,2888,317,9,30,6,2038,197,233,175,1464,5
2399,2758,350,19,228,63,1080,183,205,158,395,2
2400,2812,336,20,108,17,1617,170,207,174,1725,6
2401,2828,334,19,90,33,1560,175,212,175,1812,6
2402,2083,310,35,60,60,150,107,193,215,642,3
2403,2045,108,24,30,10,541,252,206,68,618,4
2404,1949,347,22,60,28,330,173,199,161,708,6
2405,1999,28,15,270,77,330,213,207,127,886,6
2406,2105,32,25,361,41,365,205,178,97,932,6
2407,2042,41,32,371,-21,400,206,154,62,932,6
2408,2906,104,19,242,79,1101,248,214,87,331,5
2409,2896,105,22,216,69,1072,251,207,72,301,5
2410,2809,122,15,95,22,660,244,227,109,124,5
2411,2783,121,13,90,-3,540,241,229,116,242,5
2412,2649,94,26,67,-29,120,250,190,51,661,5
2413,2695,276,11,0,0,1487,191,242,191,1036,5
2414,2702,281,10,0,0,3275,192,241,189,1041,5
2415,2715,288,10,0,0,1579,193,239,186,1063,5
2416,2721,280,11,0,-2,1602,190,241,191,1072,5
2417,2727,273,12,0,0,1626,186,243,196,1082,5
2418,2734,269,13,0,0,1650,185,244,199,1092,5
2419,2861,274,15,30,2,1982,178,242,203,1360,5
2420,2902,266,9,0,0,2143,197,244,187,1530,5
2421,2867,322,20,120,51,779,166,217,188,1961,2
2422,2163,148,28,90,27,313,243,225,90,497,3
2423,2209,293,21,376,204,443,157,230,211,371,3
2424,2218,329,13,382,159,467,187,223,175,365,3
2425,2037,126,17,0,0,552,246,226,103,612,4
2426,2129,259,12,210,96,342,190,247,195,379,3
2427,1946,49,17,30,4,330,225,202,105,595,6
2428,1946,319,17,0,0,360,175,222,187,642,6
2429,1964,343,21,60,35,360,174,204,166,691,6
2430,2058,28,32,342,-5,430,191,155,82,962,6
2431,2071,43,28,390,204,390,213,167,73,992,3
2432,2911,120,19,256,84,1110,249,220,91,360,5
2433,2876,111,27,175,49,1050,254,199,54,270,5
2434,2796,130,16,60,9,630,244,229,109,150,5
2435,2741,85,22,458,63,872,245,197,70,1173,2
2436,2653,268,21,0,0,1401,161,243,218,990,5
2437,2683,269,15,0,0,1464,181,244,202,997,5
2438,2785,286,19,30,13,1832,163,236,211,1158,5
2439,2820,308,17,30,13,1897,172,227,195,1224,5
2440,2884,261,9,0,0,2063,199,245,185,1400,5
2441,2894,234,9,30,3,2103,206,248,180,1443,5
2442,2896,248,5,30,3,2123,209,244,173,1465,5
2443,2856,53,16,60,21,721,227,205,107,1920,2
2444,2922,14,18,658,59,1199,201,200,133,819,2
2445,2798,66,18,361,103,1024,234,200,90,391,6
2446,2832,339,20,162,37,1663,175,208,170,1712,6
2447,2113,141,20,30,2,457,245,231,106,424,3
2448,2112,15,39,175,101,242,157,133,87,511,3
2449,2102,353,30,212,78,277,155,174,146,467,3
2450,2125,291,23,277,114,339,149,229,217,408,3
2451,2224,326,14,361,165,484,184,224,179,335,3
2452,2038,137,19,30,1,591,246,229,104,636,4
2453,1950,87,20,0,0,30,245,203,0,127,3
2454,1983,324,15,162,-1,150,180,223,182,450,3
2455,1962,69,22,42,2,300,237,190,72,553,6
2456,2051,295,25,391,196,400,141,224,219,969,6
2457,2063,293,24,404,0,408,147,227,217,997,6
2458,2084,335,38,404,20,420,111,163,175,1019,6
2459,2101,1,31,446,37,420,160,165,130,1020,6
2460,2914,123,22,277,87,1082,251,216,81,391,5
2461,2896,125,21,218,69,1080,249,221,89,331,5
2462,2753,135,18,42,0,451,245,229,106,331,5
2463,2746,139,19,30,7,421,245,231,107,361,5
2464,2607,284,20,0,0,1340,161,236,214,964,5
2465,2618,278,21,0,0,1364,159,239,217,962,5
2466,2653,268,21,0,0,1423,162,243,218,960,5
2467,2719,288,10,60,14,1617,193,239,186,1006,5
2468,2798,274,19,60,26,1873,167,242,212,1148,5
2469,2819,275,17,60,30,1905,172,242,208,1182,5
2470,2836,269,10,42,-7,1956,195,244,188,1237,5
2471,2849,253,18,30,5,1992,178,249,208,1276,5
2472,2881,209,6,42,-2,2105,215,246,167,1401,5
2473,2607,39,10,0,0,1401,221,217,130,1034,6
2474,2836,344,19,212,41,1725,178,206,165,1648,6
2475,2855,345,14,180,60,1615,192,217,163,1825,6
2476,2210,106,22,127,61,90,251,208,73,514,3
2477,2103,4,13,0,0,417,202,214,148,390,6
2478,2093,47,12,30,-6,342,224,214,122,400,6
2479,2094,358,22,42,16,216,180,193,146,474,6
2480,2091,29,25,60,10,201,202,176,99,492,6
2481,2052,122,29,42,16,658,254,203,56,693,4
2482,2095,306,30,134,60,450,126,208,215,454,3
2483,2121,85,23,247,91,361,246,194,66,335,3
2484,1992,288,17,247,70,420,169,236,206,819,6
2485,2089,274,25,342,25,450,145,237,227,1044,6
2486,2096,351,36,295,32,474,132,154,143,1024,6
2487,2029,107,34,330,162,360,254,178,23,992,3
2488,2897,129,21,242,70,1050,249,222,91,365,5
2489,2761,116,14,0,0,514,244,226,107,277,5
2490,2747,121,16,30,-6,454,246,225,103,335,5
2491,2689,117,27,67,-33,247,254,204,60,543,5
2492,2738,280,12,60,3,1706,186,241,195,1008,5
2493,2744,281,13,60,9,1729,183,241,197,1020,5
2494,2796,261,17,90,27,1897,177,247,207,1123,5
2495,2836,273,9,67,-7,1981,196,243,186,1214,5
2496,2891,274,11,90,7,2167,190,243,192,1425,5
2497,2896,283,9,90,5,2188,196,241,184,1448,5
2498,2672,327,20,268,38,1789,169,214,183,1554,6
2499,2868,337,16,218,73,1606,184,217,171,1879,6
2500,2104,7,26,60,4,339,180,180,129,379,6
2501,2164,10,37,180,141,295,154,141,102,474,3
2502,2152,21,40,210,126,309,162,126,71,450,3
2503,2055,312,28,42,19,566,134,207,207,571,3
2504,2110,41,24,285,80,361,215,181,89,301,3
2505,1988,79,18,60,20,247,241,204,87,469,6
2506,3131,70,17,573,-43,1113,236,205,96,994,2
2507,2987,105,35,480,160,1055,253,175,19,607,2
2508,2792,81,9,0,0,658,232,225,125,150,5
2509,2782,74,12,30,-4,604,235,217,112,201,5
2510,2724,118,14,42,-8,371,243,227,111,430,5
2511,2860,243,15,90,16,2076,190,251,197,1273,5
2512,2958,48,17,134,33,792,224,201,105,1917,2
2513,2869,342,13,240,74,1681,193,220,166,1786,6
2514,2132,15,25,30,6,424,189,180,119,446,6
2515,2097,26,21,0,0,300,204,188,113,601,3
2516,2176,310,33,150,128,313,115,198,213,484,3
2517,2120,9,34,268,155,335,162,154,112,210,3
2518,2006,23,14,95,21,201,211,209,132,404,6
2519,1979,34,21,190,41,480,211,189,105,713,6
2520,2075,285,27,319,11,503,134,227,227,997,6
2521,2790,74,10,30,-1,618,232,222,122,192,5
2522,2777,85,15,60,-9,564,240,214,100,242,5
2523,2744,96,17,30,-7,458,245,214,92,351,5
2524,2735,103,16,30,-8,433,245,217,96,379,5
2525,2720,122,16,67,-18,379,245,226,105,437,5
2526,2977,75,21,85,10,1616,240,195,75,1972,2
2527,2820,290,32,124,70,1179,116,216,232,1337,2
2528,2871,356,15,272,76,1740,196,213,154,1723,6
2529,2138,9,25,108,32,424,185,183,127,306,6
2530,2162,289,36,120,94,335,99,209,237,497,3
2531,2139,27,27,283,106,426,198,172,97,331,3
2532,2015,33,28,85,50,127,203,167,85,67,3
2533,1983,17,21,228,45,510,197,190,123,731,6
2534,2001,271,15,309,81,510,179,244,204,816,6
2535,2054,285,24,342,-3,518,147,232,221,931,6
2536,2112,237,25,234,48,540,167,252,214,1065,6
2537,3061,157,35,612,284,1027,234,220,86,853,2
2538,2815,91,9,30,-5,808,235,226,122,162,5
2539,2803,51,6,0,0,721,223,226,138,153,5
2540,2802,54,7,0,0,693,224,225,136,162,5
2541,2799,72,8,0,0,664,229,226,130,175,5
2542,2776,107,16,85,-10,552,245,220,99,258,5
2543,2768,108,16,85,16,524,245,220,98,283,5
2544,2760,110,16,67,8,497,246,220,97,309,5
2545,2732,116,19,60,-19,417,249,218,89,390,5
2546,2654,273,16,30,1,1504,175,243,206,841,5
2547,2915,275,15,190,24,2120,177,242,204,1465,2
2548,2877,359,12,301,82,1765,202,218,153,1719,6
2549,2883,341,16,301,88,1698,186,215,167,1839,6
2550,2144,24,26,120,16,566,196,174,103,309,6
2551,2126,344,17,153,30,323,183,211,164,382,6
2552,2040,288,7,30,-3,716,201,240,178,684,4
2553,2050,287,21,42,12,691,159,234,214,663,4
2554,1944,33,22,0,0,30,210,187,104,277,3
2555,2025,349,29,175,3,170,154,179,154,297,3
2556,2025,13,19,120,3,212,198,197,132,342,6
2557,2003,23,24,95,35,418,198,180,109,552,6
2558,1988,354,18,150,28,474,188,206,154,607,6
2559,2022,261,26,376,100,541,146,242,229,866,6
2560,2083,225,25,255,25,569,178,254,203,1012,6
2561,3260,170,18,600,72,1476,230,245,140,2317,1
2562,2856,23,13,95,29,930,212,211,134,277,5
2563,2851,47,18,67,24,918,223,199,104,255,5
2564,2842,58,20,42,13,888,230,195,89,234,5
2565,2816,60,12,0,0,800,229,215,118,190,5
2566,2736,122,22,90,-15,430,251,217,82,376,5
2567,2663,273,15,30,1,1544,178,243,203,812,5
2568,2670,271,14,0,0,1571,182,244,201,815,5
2569,2622,260,18,0,0,1406,173,247,210,1150,6
2570,2883,343,9,331,88,1789,202,227,163,1717,6
2571,2180,33,31,134,54,532,197,155,76,319,6
2572,2116,58,31,192,71,268,225,160,46,433,6
2573,2067,181,27,30,12,876,217,244,142,335,4
2574,2046,101,17,0,0,782,246,214,90,618,4
2575,2041,61,6,0,0,757,225,228,137,648,4
2576,2005,352,14,309,67,570,194,214,158,771,6
2577,2063,221,24,258,5,589,184,254,197,977,6
2578,3132,150,11,457,-42,1020,235,240,134,1159,2
2579,2887,138,25,365,60,912,248,222,87,524,2
2580,2828,61,17,30,5,824,232,202,96,228,5
2581,2817,25,10,42,5,735,215,221,140,210,5
2582,2814,49,10,60,3,706,224,218,127,212,5
2583,2809,72,12,60,3,677,234,216,112,218,5
2584,2801,89,14,60,-1,648,240,217,104,228,5
2585,2776,118,18,108,-20,560,248,221,93,277,5
2586,2767,121,18,127,-26,532,247,223,97,297,5
2587,2750,120,20,124,-1,474,250,218,87,342,5
2588,2718,129,25,120,-33,390,251,216,76,417,5
2589,2765,231,18,175,39,1894,189,253,198,932,5
2590,2971,95,15,30,4,1556,242,217,100,1962,2
2591,2962,96,6,0,0,1528,231,231,133,1989,2
2592,2977,335,11,382,97,1048,196,226,169,938,2
2593,2169,349,16,90,20,300,180,212,160,497,2
2594,2183,330,25,180,58,552,153,201,182,212,6
2595,2148,3,22,210,50,384,183,191,139,319,6
2596,2054,176,7,0,0,895,224,244,154,323,4
2597,2055,189,9,0,0,918,221,247,160,351,4
2598,2062,199,29,0,0,966,197,250,170,408,4
2599,2046,98,10,0,0,799,237,225,118,612,4
2600,2046,3,5,30,0,774,214,231,155,641,4
2601,2046,313,10,42,5,750,194,233,179,671,4
2602,2152,268,32,212,114,594,121,232,240,495,3
2603,2208,335,25,277,174,534,157,198,176,408,3
2604,2205,27,30,300,168,516,191,159,87,379,3
2605,2059,359,29,153,37,212,163,173,136,258,3
2606,2038,237,20,295,-19,607,179,253,206,912,6
2607,2103,225,20,127,39,564,188,254,197,875,3
2608,2005,122,30,277,102,277,254,200,50,810,3
2609,2751,234,17,134,25,1891,189,253,198,890,5
2610,2766,229,11,150,30,1936,204,250,182,924,5
2611,2973,80,14,30,11,1546,238,213,102,1950,2
2612,2859,13,19,277,6,789,198,198,133,95,2
2613,2210,41,26,190,77,541,213,174,82,277,6
2614,2175,353,20,210,52,631,181,200,154,216,6
2615,2168,43,22,240,61,458,218,186,92,234,6
2616,2147,51,24,255,101,323,223,180,78,376,6
2617,2059,128,22,0,0,841,250,220,87,228,4
2618,2055,108,2,0,0,865,221,237,151,256,4
2619,2058,338,15,0,0,890,187,218,170,285,4
2620,2062,357,20,30,7,914,180,199,149,313,4
2621,2056,22,11,30,1,960,213,217,139,371,4
2622,2053,135,2,0,0,984,222,238,151,400,4
2623,2055,198,15,0,0,967,214,252,169,430,4
2624,2051,131,18,30,5,841,246,227,102,577,4
2625,2044,139,5,0,0,816,228,238,144,607,4
2626,2048,284,4,30,2,792,209,240,169,636,4
2627,2048,297,10,60,2,768,193,237,184,666,4
2628,2078,274,26,127,14,700,142,232,228,618,3
2629,2111,267,30,170,32,658,130,235,236,560,3
2630,2036,61,29,30,14,319,229,168,52,351,6
2631,2020,15,23,180,44,510,194,187,123,582,6
2632,2022,340,15,342,-35,631,188,217,168,849,6
2633,2114,239,11,127,56,660,200,249,186,949,6
2634,2100,143,27,85,36,661,246,223,86,916,3
2635,1939,153,18,134,40,153,239,238,122,800,5
2636,1936,163,13,120,37,127,232,243,140,816,3
2637,2833,105,14,90,10,815,243,222,106,285,5
2638,2688,283,13,30,2,1667,185,240,195,735,5
2639,2693,283,11,0,0,1693,188,240,192,742,5
2640,2743,230,13,108,11,1911,200,251,187,865,5
2641,2660,238,26,42,12,1473,163,251,217,1291,6
2642,2184,6,21,153,38,335,190,195,137,446,2
2643,2141,86,27,240,91,300,247,184,49,390,6
2644,2085,77,32,150,35,210,240,164,29,1452,6
2645,2170,218,25,0,0,306,185,254,195,446,3
2646,2056,56,7,0,0,858,225,226,135,218,4
2647,2062,322,21,30,3,882,162,214,189,247,4
2648,2053,48,11,30,0,983,224,215,123,424,4
2649,2049,180,7,0,0,957,223,244,156,1396,4
2650,2055,164,19,30,1,907,234,242,131,514,4
2651,2044,270,2,0,0,834,214,239,163,603,4
2652,2052,307,14,42,0,787,180,231,190,663,4
2653,2036,34,20,331,74,658,213,193,109,726,6
2654,2035,353,20,365,-22,660,181,200,154,815,6
2655,1929,172,16,90,30,108,229,246,143,787,3
2656,3010,124,27,485,233,888,253,209,65,949,2
2657,2858,177,10,192,29,810,225,246,153,384,5
2658,2803,139,22,134,-19,693,247,227,96,301,5
2659,2775,135,26,153,-35,603,250,219,81,323,5
2660,2685,134,26,108,37,365,250,218,79,469,5
2661,2660,76,14,0,0,1364,237,212,104,731,5
2662,2706,286,10,0,0,1760,193,240,186,731,5
2663,2740,263,8,67,8,1910,201,244,182,824,5
2664,2871,49,13,192,18,742,225,211,118,95,2
2665,2215,331,26,270,92,636,149,197,182,134,6
2666,2188,27,16,295,67,525,212,205,126,170,6
2667,2070,87,25,120,20,180,247,190,57,495,6
2668,2067,103,21,0,0,853,250,208,76,182,4
2669,2062,304,7,0,0,876,201,237,175,212,4
2670,2054,40,20,30,5,973,217,192,101,451,4
2671,2047,50,8,0,0,949,224,223,134,481,4
2672,2047,101,5,30,1,900,228,233,139,541,4
2673,2045,45,2,30,1,876,220,234,151,571,4
2674,2045,308,8,0,0,853,197,235,178,601,4
2675,2052,307,15,0,0,830,178,230,192,631,4
2676,2059,311,17,30,7,807,170,225,194,661,4
2677,2059,78,39,150,119,175,237,140,0,297,3
2678,2055,323,32,30,23,404,124,189,196,395,6
2679,2057,332,28,247,81,592,145,193,181,633,6
2680,1965,78,22,170,60,175,242,193,70,722,3
2681,2855,188,7,300,28,781,221,245,159,488,5
2682,2809,140,20,150,-13,751,246,229,102,331,5
2683,2739,272,9,42,3,1931,197,243,185,799,5
2684,3029,11,11,335,96,642,208,217,145,1699,2
2685,2742,41,23,255,14,1061,216,183,91,810,2
2686,2655,339,8,0,0,1441,203,228,164,1290,6
2687,2082,93,26,150,32,210,250,190,52,459,6
2688,2257,328,30,150,85,540,133,189,187,510,3
2689,2060,254,12,30,-6,895,193,248,193,210,4
2690,2096,275,31,67,40,942,151,229,237,270,3
